Date,Tmin_50-90N_K,T_90N_K,T_50N_K,T_60-90N_K,U_60N_m/s
2016-10-24,196.83,201.81,219.45,208.92,21.48
2016-10-25,197.76,202.78,219.0,209.24,21.13
2016-10-26,196.96,202.48,218.91,209.11,18.78
2016-10-27,196.64,200.86,219.17,208.67,16.29
2016-10-28,198.22,201.67,219.71,208.76,14.44
2016-10-29,198.48,203.8,220.15,209.09,12.43
2016-10-30,199.29,203.88,219.78,210.12,11.43
2016-10-31,200.17,204.22,219.59,210.6,11.28
2016-11-01,199.36,205.25,220.0,210.78,11.43
2016-11-02,199.51,205.89,220.41,210.73,13.89
2016-11-03,199.19,202.69,219.88,210.68,16.26
2016-11-04,196.76,203.07,218.93,210.96,16.94
2016-11-05,195.55,205.45,218.15,211.78,16.67
2016-11-06,194.17,207.29,217.61,212.45,13.79
2016-11-07,195.14,209.32,217.31,212.59,12.64
2016-11-08,195.14,210.2,216.53,212.21,11.95
2016-11-09,195.07,208.69,215.68,211.67,12.62
2016-11-10,194.25,208.09,215.39,211.03,13.93
2016-11-11,194.22,208.38,215.21,210.87,14.35
2016-11-12,194.23,210.12,214.71,210.46,13.0
2016-11-13,192.35,210.65,214.29,209.96,12.43
2016-11-14,192.27,209.47,214.07,209.31,12.27
2016-11-15,191.52,206.92,214.08,208.5,11.86
2016-11-16,192.45,203.81,214.32,207.34,13.01
2016-11-17,193.21,200.81,215.79,205.66,15.01
2016-11-18,192.92,196.45,216.78,204.25,16.45
2016-11-19,193.17,196.1,217.96,203.03,16.05
2016-11-20,192.59,197.3,218.85,202.04,17.62
2016-11-21,192.74,197.24,218.83,201.46,16.84
2016-11-22,191.6,197.28,218.1,201.79,14.8
2016-11-23,192.34,199.41,216.73,203.1,13.24
2016-11-24,191.84,203.12,216.23,204.19,11.06
2016-11-25,191.47,203.0,216.12,205.07,9.4
2016-11-26,189.55,200.83,217.01,205.63,7.86
2016-11-27,187.34,200.12,217.63,205.6,9.54
2016-11-28,187.64,199.96,219.61,205.22,12.5
2016-11-29,188.62,199.75,220.31,205.27,15.8
2016-11-30,191.81,200.03,220.65,205.42,15.37
2016-12-01,190.46,197.83,220.79,206.42,12.25
2016-12-02,188.08,200.14,221.05,207.33,11.56
2016-12-03,189.01,201.77,221.01,208.85,12.7
2016-12-04,189.11,201.68,218.32,210.43,10.43
2016-12-05,188.83,205.0,218.61,210.84,14.82
2016-12-06,186.91,202.04,219.0,210.67,18.13
2016-12-07,188.25,201.87,220.17,209.67,25.34
2016-12-08,189.21,196.3,221.36,207.19,30.46
2016-12-09,189.06,194.2,222.38,205.65,34.24
2016-12-10,189.54,193.76,221.1,205.86,33.14
2016-12-11,190.36,193.92,220.88,205.93,32.54
2016-12-12,189.04,193.25,220.78,205.73,34.42
2016-12-13,187.82,192.39,219.87,205.31,33.97
2016-12-14,188.07,191.92,220.26,204.15,33.79
2016-12-15,187.0,190.31,220.55,202.33,34.46
2016-12-16,185.07,188.38,221.4,200.66,34.77
2016-12-17,184.52,186.17,221.2,200.12,35.78
2016-12-18,185.58,186.42,222.05,200.1,39.65
2016-12-19,185.32,186.74,222.37,200.09,45.47
2016-12-20,183.4,186.55,222.8,199.39,49.88
2016-12-21,182.29,186.38,223.0,198.23,53.98
2016-12-22,184.29,186.02,222.18,197.47,54.62
2016-12-23,183.73,184.96,221.0,197.46,55.43
2016-12-24,183.61,184.06,220.22,197.7,57.6
2016-12-25,183.91,184.41,219.56,197.03,55.5
2016-12-26,185.19,185.42,218.48,196.16,54.49
2016-12-27,185.08,186.21,217.97,195.95,53.29
2016-12-28,184.95,186.58,217.65,196.28,51.75
2016-12-29,184.85,187.21,217.09,196.5,51.05
2016-12-30,185.04,187.59,216.61,196.74,50.58
2016-12-31,185.7,187.77,216.51,196.85,48.69
2017-01-01,182.79,188.56,217.13,197.57,46.88
2017-01-02,183.33,191.1,219.18,199.18,43.77
2017-01-03,185.39,189.76,219.8,200.65,46.15
2017-01-04,187.23,191.71,220.07,203.1,43.26
2017-01-05,186.51,193.17,221.28,205.34,44.5
2017-01-06,186.24,192.57,221.63,205.35,49.18
2017-01-07,186.94,192.8,221.39,204.92,50.42
2017-01-08,188.98,194.93,222.15,206.5,47.54
2017-01-09,188.15,197.51,221.73,207.66,42.48
2017-01-10,188.43,198.08,221.84,208.87,39.0
2017-01-11,190.82,200.58,223.34,210.0,38.19
2017-01-12,192.06,198.77,225.22,208.82,43.05
2017-01-13,189.97,196.16,227.87,207.57,49.66
2017-01-14,189.99,197.62,227.81,208.0,51.17
2017-01-15,194.82,199.94,227.75,211.11,46.85
2017-01-16,192.13,208.01,225.12,215.11,38.06
2017-01-17,190.34,207.85,223.12,216.83,35.82
2017-01-18,188.27,205.62,223.9,215.24,38.66
2017-01-19,190.29,201.09,225.17,212.95,44.95
2017-01-20,188.66,199.97,224.96,213.4,46.95
2017-01-21,191.57,206.22,223.69,214.39,47.58
2017-01-22,195.59,206.77,224.33,215.41,46.67
2017-01-23,195.94,206.85,223.92,217.63,38.58
2017-01-24,192.9,210.22,223.47,220.84,30.96
2017-01-25,190.3,213.85,222.44,222.05,23.44
2017-01-26,190.04,217.58,224.54,222.82,17.21
2017-01-27,192.24,235.42,227.78,227.01,19.65
2017-01-28,192.69,233.8,226.83,232.99,18.74
2017-01-29,190.53,259.41,225.65,235.91,19.15
2017-01-30,192.84,254.05,225.97,236.26,14.1
2017-01-31,194.37,254.55,224.57,239.1,6.23
2017-02-01,195.77,244.76,224.69,237.8,-0.07
2017-02-02,199.85,243.75,229.42,235.27,3.79
2017-02-03,202.29,241.63,228.7,234.8,8.0
2017-02-04,202.0,245.52,227.61,235.29,12.19
2017-02-05,201.46,263.86,225.0,236.39,10.22
2017-02-06,194.73,247.23,224.47,232.45,11.07
2017-02-07,194.08,230.84,224.92,227.25,12.86
2017-02-08,195.94,231.62,224.13,224.92,18.21
2017-02-09,192.61,219.44,224.77,221.67,19.29
2017-02-10,200.68,219.47,223.93,220.61,19.61
2017-02-11,204.1,214.08,223.15,219.73,25.06
2017-02-12,199.19,213.17,222.44,218.24,26.98
2017-02-13,198.54,216.03,222.06,217.39,26.16
2017-02-14,199.01,217.29,221.56,216.99,24.66
2017-02-15,199.68,218.56,221.48,217.03,23.3
2017-02-16,201.24,217.85,220.77,217.76,21.26
2017-02-17,203.81,218.98,221.23,218.17,19.04
2017-02-18,203.97,216.29,221.81,219.21,16.17
2017-02-19,199.28,219.13,221.65,220.35,12.07
2017-02-20,200.73,220.04,222.23,221.6,11.19
2017-02-21,201.45,219.74,223.76,223.65,9.4
2017-02-22,201.76,227.12,224.93,227.24,10.98
2017-02-23,202.12,241.83,222.85,231.39,7.26
2017-02-24,200.24,248.67,221.11,235.33,5.68
2017-02-25,200.29,251.37,219.8,236.76,2.31
2017-02-26,203.42,255.42,218.92,236.66,0.8
2017-02-27,206.2,252.9,218.89,235.74,2.48
2017-02-28,211.36,245.4,219.45,233.94,2.09
2017-03-01,214.55,241.06,219.91,231.73,3.52
2017-03-02,214.49,235.36,220.68,229.18,3.15
2017-03-03,213.65,227.75,221.63,226.68,3.55
2017-03-04,212.19,222.54,222.54,224.56,5.69
2017-03-05,212.67,222.39,222.64,223.27,7.33
2017-03-06,211.46,224.11,223.3,222.05,8.07
2017-03-07,211.96,224.03,223.15,220.97,8.94
2017-03-08,212.06,222.19,223.09,220.19,12.55
2017-03-09,211.35,224.02,223.34,219.88,11.76
2017-03-10,211.47,221.98,223.71,219.77,8.91
2017-03-11,207.7,221.88,224.06,220.34,5.09
2017-03-12,209.17,222.92,223.87,221.3,2.7
2017-03-13,209.62,225.38,223.38,221.94,3.83
2017-03-14,212.02,223.12,223.61,222.09,5.77
2017-03-15,210.99,226.61,223.05,221.59,5.33
2017-03-16,209.87,226.98,223.3,221.07,7.06
2017-03-17,212.66,223.42,222.85,221.14,6.08
2017-03-18,215.12,223.08,223.2,221.02,6.44
2017-03-19,214.09,222.28,223.13,220.78,7.58
2017-03-20,214.82,224.01,222.7,220.03,9.97
2017-03-21,214.15,223.47,222.51,219.66,10.71
2017-03-22,214.93,221.86,222.6,219.37,11.73
2017-03-23,214.51,222.64,222.51,219.08,12.67
2017-03-24,213.25,220.08,222.38,218.84,13.04
2017-03-25,210.94,218.21,223.06,219.46,12.4
2017-03-26,207.79,221.46,223.82,220.33,11.1
2017-03-27,210.33,222.34,223.7,221.83,10.78
2017-03-28,212.66,225.77,224.47,223.05,8.75
2017-03-29,213.57,227.67,224.83,223.96,8.24
2017-03-30,213.1,227.17,225.09,224.38,5.66
2017-03-31,212.76,225.5,225.39,224.36,3.29
2017-04-01,211.94,230.49,225.83,224.44,3.03
2017-04-02,208.32,228.57,226.66,224.68,4.53
2017-04-03,209.19,225.46,227.26,225.19,8.77
2017-04-04,210.19,224.68,226.86,226.16,9.45
2017-04-05,211.5,226.59,226.24,227.13,7.68
2017-04-06,212.85,229.19,225.52,228.33,4.32
2017-04-07,210.94,232.62,225.59,229.13,0.47
2017-04-08,212.64,237.38,225.51,229.52,-1.62
2017-04-09,214.79,236.63,225.98,229.37,-3.3
2017-04-10,214.62,234.18,226.09,228.97,-3.24
2017-04-11,216.12,232.27,225.54,228.65,-4.04
2017-04-12,216.66,230.86,225.95,228.34,-6.97
2017-04-13,218.08,231.95,226.29,228.22,-8.63
2017-04-14,218.89,232.33,226.67,227.99,-9.5
2017-04-15,219.14,232.71,226.87,227.69,-8.26
2017-04-16,220.1,231.76,226.96,227.52,-6.75
2017-04-17,221.27,232.01,227.02,227.43,-6.17
2017-04-18,221.81,232.14,227.09,227.49,-5.26
2017-04-19,221.38,231.37,226.95,227.58,-4.76
2017-04-20,221.88,231.16,226.9,227.81,-3.54
2017-04-21,222.64,230.66,227.11,228.09,-3.1
2017-04-22,221.54,230.29,227.22,228.36,-3.41
2017-04-23,221.2,230.08,227.31,228.65,-3.48
2017-04-24,221.38,230.3,227.53,228.81,-2.89
2017-04-25,221.96,229.74,227.64,228.86,-2.46
2017-04-26,223.55,230.41,227.76,228.95,-2.12
2017-04-27,223.75,231.51,227.84,229.04,-2.19
2017-04-28,224.28,231.87,227.71,228.94,-1.74
2017-04-29,224.3,231.03,228.04,229.11,-1.5
2017-04-30,224.51,230.44,228.35,229.46,-1.66
2017-05-01,225.09,230.59,228.71,229.42,-1.82
2017-05-02,224.99,229.71,229.1,229.58,-2.73
2017-05-03,226.48,230.12,229.32,229.61,-3.71
2017-05-04,225.85,231.28,229.63,229.71,-4.76
2017-05-05,226.27,230.7,230.25,229.74,-5.62
2017-05-06,226.14,230.76,230.36,229.93,-5.68
2017-05-07,226.65,231.57,230.68,230.29,-5.42
2017-05-08,226.13,231.66,230.8,230.4,-5.19
2017-05-09,226.38,231.31,230.91,230.67,-5.61
2017-05-10,226.93,231.83,231.28,230.92,-6.58
2017-05-11,226.8,231.42,231.74,231.23,-6.5
2017-05-12,227.0,231.63,231.68,231.41,-6.54
2017-05-13,227.05,232.39,231.83,231.83,-6.79
2017-05-14,228.76,233.42,232.25,232.1,-6.64
2017-05-15,230.07,233.37,232.42,232.46,-6.01
2017-05-16,229.17,233.56,232.45,232.57,-6.38
2017-05-17,228.25,234.64,232.42,232.86,-6.11
2017-05-18,228.86,234.43,232.81,233.28,-6.2
2017-05-19,229.2,234.3,233.0,233.4,-5.97
2017-05-20,230.66,234.58,233.12,233.73,-6.56
2017-05-21,230.82,234.39,233.29,234.15,-7.15
2017-05-22,229.58,234.63,233.66,234.11,-6.96
2017-05-23,230.45,235.52,233.7,234.49,-6.73
2017-05-24,229.75,235.52,233.71,234.66,-6.46
2017-05-25,230.79,236.18,233.85,234.95,-6.8
2017-05-26,230.78,236.64,234.23,235.19,-7.12
2017-05-27,232.08,235.94,234.19,235.36,-7.37
2017-05-28,231.97,236.38,234.38,235.67,-7.9
2017-05-29,231.68,236.6,234.66,235.82,-8.4
2017-05-30,232.79,236.62,234.9,235.92,-8.4
2017-05-31,233.05,236.41,234.72,236.15,-7.91
2017-06-01,232.15,237.68,234.59,236.54,-8.0
2017-06-02,232.41,237.04,234.79,236.61,-8.63
2017-06-03,233.25,237.17,234.93,236.68,-9.25
2017-06-04,233.58,237.0,235.07,236.7,-9.89
2017-06-05,233.83,236.94,235.05,236.93,-9.63
2017-06-06,233.75,237.72,235.23,237.06,-9.75
2017-06-07,233.59,238.1,235.13,237.23,-9.73
2017-06-08,233.57,238.62,235.36,237.51,-9.49
2017-06-09,233.35,238.78,235.27,237.64,-9.97
2017-06-10,232.9,238.84,235.27,237.86,-10.01
2017-06-11,232.98,238.95,235.14,238.06,-9.8
2017-06-12,232.94,238.88,235.57,238.11,-9.59
2017-06-13,233.53,239.66,235.57,238.27,-9.83
2017-06-14,232.68,239.64,235.52,238.49,-10.04
2017-06-15,233.61,240.61,235.46,238.61,-9.66
2017-06-16,233.04,240.37,235.74,238.96,-9.64
2017-06-17,233.49,240.71,235.61,238.86,-9.76
2017-06-18,233.48,240.6,235.4,239.09,-10.2
2017-06-19,233.0,240.98,235.37,239.1,-10.26
2017-06-20,233.05,241.53,235.26,239.27,-10.45
2017-06-21,233.4,241.39,235.37,239.16,-10.19
2017-06-22,233.79,241.32,235.63,239.26,-10.1
2017-06-23,233.38,241.5,235.34,239.32,-10.03
2017-06-24,233.07,241.87,235.38,239.57,-9.66
2017-06-25,232.59,242.3,235.43,239.73,-10.01
2017-06-26,231.47,242.72,235.55,239.65,-10.5
2017-06-27,233.1,241.48,235.56,239.53,-10.67
2017-06-28,233.66,241.86,235.44,239.5,-10.66
2017-06-29,232.57,241.25,235.23,239.35,-10.96
2017-06-30,233.55,240.88,235.4,239.28,-10.88
2017-07-01,233.0,241.5,235.4,239.69,-10.36
2017-07-02,233.29,241.58,235.34,239.9,-10.21
2017-07-03,233.46,240.81,235.57,239.55,-10.55
2017-07-04,233.34,240.7,235.6,239.56,-10.72
2017-07-05,233.48,241.49,235.48,239.7,-10.12
2017-07-06,234.06,240.99,235.64,239.85,-10.5
2017-07-07,234.08,240.73,235.49,239.8,-10.19
2017-07-08,234.07,241.04,235.7,239.63,-10.23
2017-07-09,234.0,240.34,235.63,239.74,-10.11
2017-07-10,234.18,241.13,235.39,239.76,-10.3
2017-07-11,233.55,240.87,235.6,239.51,-9.96
2017-07-12,234.15,240.66,235.48,239.39,-10.27
2017-07-13,233.58,239.91,235.54,239.31,-10.56
2017-07-14,233.88,240.63,235.57,239.2,-10.09
2017-07-15,234.33,240.8,235.53,239.38,-9.5
2017-07-16,233.91,240.58,235.56,239.36,-9.57
2017-07-17,233.72,240.83,235.37,239.16,-9.44
2017-07-18,233.74,240.79,235.27,239.19,-9.47
2017-07-19,233.32,240.69,235.22,238.93,-9.15
2017-07-20,233.2,240.22,234.95,238.86,-9.22
2017-07-21,232.7,239.97,234.63,238.48,-9.51
2017-07-22,233.5,239.62,234.92,238.38,-9.54
2017-07-23,232.82,239.17,234.78,238.16,-9.07
2017-07-24,232.38,239.38,234.56,238.31,-8.49
2017-07-25,231.57,239.44,234.39,238.16,-8.13
2017-07-26,232.1,239.36,234.25,238.12,-8.06
2017-07-27,231.94,239.15,234.07,237.94,-7.75
2017-07-28,232.22,238.61,234.18,237.84,-7.62
2017-07-29,233.13,238.6,234.07,237.83,-7.7
2017-07-30,232.8,238.17,234.04,237.51,-7.12
2017-07-31,232.8,238.66,233.97,237.47,-7.3
2017-08-01,232.11,238.34,233.73,237.22,-7.36
2017-08-02,232.22,238.03,233.55,237.11,-6.16
2017-08-03,231.5,237.87,233.4,237.25,-6.72
2017-08-04,231.08,237.77,233.74,237.07,-6.5
2017-08-05,231.3,238.3,233.66,236.83,-5.93
2017-08-06,231.07,238.01,233.75,236.68,-6.12
2017-08-07,230.23,237.4,233.51,236.38,-5.41
2017-08-08,231.06,236.87,233.35,236.07,-5.53
2017-08-09,230.89,236.53,233.27,235.81,-5.18
2017-08-10,231.43,236.13,233.25,235.56,-5.11
2017-08-11,231.19,235.56,233.08,235.29,-4.3
2017-08-12,231.69,235.5,232.94,235.06,-3.76
2017-08-13,231.41,235.12,232.71,234.84,-3.76
2017-08-14,231.62,235.09,232.81,234.53,-3.89
2017-08-15,230.96,234.15,232.88,234.22,-3.93
2017-08-16,231.0,233.9,232.66,234.09,-2.78
2017-08-17,230.61,233.05,232.51,233.82,-2.46
2017-08-18,230.56,232.91,232.16,233.49,-2.11
2017-08-19,230.27,232.34,231.99,233.15,-2.07
2017-08-20,229.52,232.02,231.87,232.96,-1.9
2017-08-21,228.64,232.0,231.4,232.53,-1.37
2017-08-22,228.5,231.82,231.15,232.4,-0.55
2017-08-23,229.31,231.01,231.29,232.01,0.2
2017-08-24,229.71,231.13,231.3,231.6,0.24
2017-08-25,228.74,230.41,231.12,231.22,0.17
2017-08-26,228.74,230.46,231.01,230.94,1.06
2017-08-27,228.3,229.72,230.64,230.74,1.07
2017-08-28,227.86,229.48,230.53,230.45,1.87
2017-08-29,228.0,229.02,230.31,230.26,3.06
2017-08-30,228.08,229.13,230.38,230.16,3.53
2017-08-31,227.71,228.42,230.58,229.65,3.93
2017-09-01,227.1,227.98,230.41,229.51,3.94
2017-09-02,226.45,227.59,230.29,229.04,4.34
2017-09-03,226.18,226.77,230.38,228.69,4.51
2017-09-04,225.1,226.59,230.08,228.26,4.43
2017-09-05,223.79,226.08,230.17,227.94,4.39
2017-09-06,222.82,225.26,229.86,227.49,4.13
2017-09-07,222.14,224.96,229.76,227.19,3.78
2017-09-08,221.79,224.37,229.48,227.02,3.55
2017-09-09,222.46,224.52,229.28,226.9,4.21
2017-09-10,222.66,223.32,228.96,226.47,5.1
2017-09-11,221.7,222.95,228.82,226.2,5.78
2017-09-12,221.67,222.3,228.72,225.65,6.47
2017-09-13,220.36,220.66,228.74,225.13,7.93
2017-09-14,220.34,220.79,228.51,224.74,8.32
2017-09-15,219.37,220.08,228.24,224.11,8.76
2017-09-16,218.94,220.19,228.09,223.7,8.75
2017-09-17,218.43,220.06,227.59,223.34,8.83
2017-09-18,218.55,219.44,227.26,223.1,8.49
2017-09-19,217.98,219.01,227.0,222.49,9.36
2017-09-20,216.99,217.77,226.86,221.87,9.38
2017-09-21,216.19,217.65,226.63,221.43,9.39
2017-09-22,216.1,217.38,226.31,221.08,10.09
2017-09-23,216.08,216.77,226.23,220.6,10.94
2017-09-24,214.93,216.44,226.43,220.32,12.5
2017-09-25,213.78,215.73,226.28,219.73,13.57
2017-09-26,213.11,214.84,226.13,219.47,13.92
2017-09-27,212.52,214.49,226.19,219.07,13.31
2017-09-28,212.14,213.23,225.76,218.79,12.72
2017-09-29,211.23,212.16,225.86,218.4,11.92
2017-09-30,211.4,211.5,225.79,218.29,12.09
2017-10-01,210.88,211.21,225.75,217.9,12.7
2017-10-02,210.78,211.49,225.48,217.66,13.26
2017-10-03,210.29,210.56,225.03,217.3,14.24
2017-10-04,209.97,210.97,225.09,217.11,14.39
2017-10-05,208.58,211.14,225.18,217.16,13.85
2017-10-06,207.88,211.41,224.98,217.02,14.06
2017-10-07,207.93,211.67,224.72,217.01,14.66
2017-10-08,207.6,210.81,224.68,216.74,15.85
2017-10-09,206.52,209.94,224.55,216.16,17.25
2017-10-10,206.78,208.72,224.39,215.77,19.07
2017-10-11,206.37,207.95,224.82,215.04,19.89
2017-10-12,205.83,207.75,224.71,214.64,20.49
2017-10-13,205.18,206.77,224.29,213.96,20.39
2017-10-14,203.54,206.13,224.26,213.69,19.33
2017-10-15,202.18,206.3,223.65,213.3,18.5
2017-10-16,201.09,205.69,223.47,213.04,19.32
2017-10-17,200.41,205.55,223.48,212.81,20.39
2017-10-18,200.95,204.53,223.23,212.5,21.96
2017-10-19,200.86,203.92,222.58,212.59,22.43
2017-10-20,201.4,203.15,222.11,212.56,22.23
2017-10-21,200.41,203.21,221.91,212.48,21.97
2017-10-22,199.66,205.05,221.11,212.95,19.94
2017-10-23,198.21,207.44,221.15,213.14,17.41
2017-10-24,197.71,208.81,220.91,213.2,18.32
2017-10-25,198.45,209.16,220.64,213.24,19.93
2017-10-26,198.31,208.11,220.28,212.99,19.31
2017-10-27,197.56,208.33,220.28,212.85,18.81
2017-10-28,198.51,206.72,220.44,212.56,20.32
2017-10-29,199.31,204.24,220.26,212.19,20.92
2017-10-30,199.15,204.66,220.1,211.64,17.74
2017-10-31,198.48,205.51,220.37,211.14,18.63
2017-11-01,198.31,204.46,220.31,210.34,21.73
2017-11-02,197.51,203.23,219.8,209.34,24.69
2017-11-03,197.71,202.99,220.11,208.65,25.49
2017-11-04,196.3,202.95,219.75,208.32,25.86
2017-11-05,197.25,203.01,218.99,208.46,24.82
2017-11-06,196.94,203.48,217.87,208.55,23.65
2017-11-07,197.31,204.48,217.32,209.0,25.11
2017-11-08,197.56,203.8,217.13,208.63,27.59
2017-11-09,194.04,202.83,217.79,207.51,29.0
2017-11-10,193.38,200.94,217.61,207.02,28.76
2017-11-11,195.48,200.66,217.57,206.39,27.98
2017-11-12,196.7,199.21,217.67,205.77,28.58
2017-11-13,196.21,198.12,217.97,205.09,31.01
2017-11-14,195.35,197.51,218.4,204.33,33.86
2017-11-15,196.32,196.93,218.05,204.31,35.12
2017-11-16,196.14,196.67,217.43,204.32,34.26
2017-11-17,196.37,198.18,217.27,204.2,34.36
2017-11-18,196.07,198.28,217.24,203.99,33.45
2017-11-19,194.83,196.9,216.93,203.77,32.39
2017-11-20,194.61,195.29,216.15,203.45,32.81
2017-11-21,193.11,197.27,215.43,203.09,32.89
2017-11-22,192.85,198.28,214.67,203.29,31.98
2017-11-23,192.01,198.07,214.1,203.5,30.2
2017-11-24,192.77,198.37,213.74,203.55,29.43
2017-11-25,192.04,197.71,213.58,203.46,28.44
2017-11-26,192.12,198.73,213.2,203.41,27.25
2017-11-27,191.21,199.26,213.45,203.43,25.6
2017-11-28,190.35,198.88,213.99,203.09,25.3
2017-11-29,190.12,197.58,213.52,202.68,26.67
2017-11-30,190.97,196.43,213.5,202.71,27.47
2017-12-01,191.05,196.12,213.79,203.0,27.76
2017-12-02,192.22,197.74,213.02,203.0,27.52
2017-12-03,190.69,198.98,212.56,202.64,25.87
2017-12-04,192.55,198.59,212.15,202.25,24.71
2017-12-05,191.78,197.77,212.02,201.87,28.22
2017-12-06,192.34,197.18,212.64,201.47,23.34
2017-12-07,192.54,199.1,213.35,202.11,19.63
2017-12-08,194.01,202.06,212.56,204.6,14.66
2017-12-09,193.0,206.36,211.29,206.59,13.5
2017-12-10,194.63,205.89,211.43,206.39,14.94
2017-12-11,194.51,205.57,212.0,205.36,18.69
2017-12-12,192.66,203.02,211.96,204.14,23.46
2017-12-13,191.04,201.75,211.96,203.8,24.4
2017-12-14,191.14,200.11,212.83,203.38,24.27
2017-12-15,190.8,199.09,212.66,203.74,24.01
2017-12-16,191.34,200.75,210.91,204.73,24.15
2017-12-17,191.67,200.88,211.78,203.89,26.36
2017-12-18,190.22,203.08,211.95,203.29,23.93
2017-12-19,190.0,208.01,211.54,203.54,19.44
2017-12-20,189.7,205.38,211.02,204.97,16.75
2017-12-21,190.58,203.51,212.0,205.2,19.89
2017-12-22,190.71,203.74,213.51,205.58,16.22
2017-12-23,187.27,210.98,213.66,207.98,10.63
2017-12-24,191.26,209.25,215.36,207.69,16.2
2017-12-25,192.79,200.74,219.09,205.1,24.75
2017-12-26,192.5,195.6,220.85,202.99,33.32
2017-12-27,191.98,194.77,220.85,201.88,41.4
2017-12-28,192.41,194.14,219.99,201.32,44.44
2017-12-29,190.94,192.87,219.24,201.83,49.71
2017-12-30,191.05,193.52,218.28,200.97,51.69
2017-12-31,190.43,193.15,217.41,199.9,50.59
2018-01-01,190.06,192.09,216.17,199.73,50.9
2018-01-02,190.13,191.01,216.57,200.07,53.59
2018-01-03,189.99,191.91,217.55,200.98,51.8
2018-01-04,191.68,193.74,218.47,203.67,46.27
2018-01-05,192.98,196.52,219.83,206.82,42.25
2018-01-06,191.03,197.21,221.26,207.84,45.52
2018-01-07,191.73,195.25,222.04,207.43,49.6
2018-01-08,190.54,193.98,221.75,206.34,56.64
2018-01-09,188.53,194.3,221.46,205.45,56.14
2018-01-10,188.17,192.72,220.28,205.2,56.32
2018-01-11,187.21,191.24,220.13,203.23,55.4
2018-01-12,187.35,190.57,220.56,201.55,58.96
2018-01-13,187.14,190.74,220.31,201.33,56.7
2018-01-14,190.11,191.82,221.02,202.5,52.36
2018-01-15,190.36,195.44,219.47,206.18,43.0
2018-01-16,191.52,201.1,219.54,208.67,36.09
2018-01-17,189.79,206.36,219.69,211.16,31.59
2018-01-18,194.1,209.33,219.9,213.28,26.77
2018-01-19,195.04,213.25,220.8,214.48,24.35
2018-01-20,193.42,211.02,222.52,213.77,28.47
2018-01-21,195.62,209.67,223.2,213.99,31.28
2018-01-22,196.88,210.24,222.93,213.77,32.42
2018-01-23,196.69,208.69,222.26,212.55,32.22
2018-01-24,196.96,206.73,221.95,210.82,33.74
2018-01-25,193.19,200.3,222.53,207.93,35.15
2018-01-26,192.02,198.71,224.21,205.59,39.6
2018-01-27,191.8,196.58,225.16,205.52,42.15
2018-01-28,192.73,199.73,223.02,209.79,38.95
2018-01-29,191.25,211.19,221.19,215.23,32.89
2018-01-30,191.55,214.04,222.75,217.33,32.14
2018-01-31,192.52,217.73,221.11,220.25,29.51
2018-02-01,189.06,231.06,219.87,221.93,26.24
2018-02-02,190.03,222.73,221.88,218.62,29.3
2018-02-03,188.33,203.82,226.66,213.43,38.09
2018-02-04,193.06,202.9,227.76,214.66,44.55
2018-02-05,195.98,210.59,225.5,220.07,41.34
2018-02-06,199.41,220.09,223.12,220.99,33.51
2018-02-07,196.69,226.94,223.06,219.48,29.65
2018-02-08,195.56,220.78,224.97,218.1,26.7
2018-02-09,200.83,213.55,226.37,218.79,20.78
2018-02-10,203.0,229.93,225.69,223.72,13.36
2018-02-11,194.3,236.85,224.06,229.38,0.89
2018-02-12,192.92,239.69,223.32,234.49,-13.78
2018-02-13,196.92,238.64,224.12,236.93,-19.77
2018-02-14,198.33,241.64,225.37,238.55,-24.24
2018-02-15,203.1,242.9,227.08,240.51,-19.97
2018-02-16,201.67,238.62,225.48,242.38,-13.27
2018-02-17,206.62,241.62,226.93,241.5,-1.33
2018-02-18,210.97,247.66,227.92,239.23,-11.66
2018-02-19,207.7,234.63,227.77,236.44,-21.89
2018-02-20,208.81,233.72,227.82,234.98,-23.11
2018-02-21,212.43,235.13,226.44,234.36,-22.67
2018-02-22,211.59,233.21,225.53,232.97,-11.26
2018-02-23,214.67,231.78,223.88,231.95,-2.43
2018-02-24,214.34,234.11,223.35,230.37,-5.85
2018-02-25,216.69,241.1,223.61,228.68,-17.61
2018-02-26,214.98,236.21,222.17,227.82,-7.57
2018-02-27,214.96,235.59,221.32,227.37,-2.98
2018-02-28,213.43,240.21,221.54,226.07,-0.27
2018-03-01,212.71,228.37,221.13,225.62,2.85
2018-03-02,211.77,229.9,220.86,225.06,5.48
2018-03-03,211.91,227.88,220.35,224.11,7.12
2018-03-04,214.32,227.48,219.69,223.56,8.77
2018-03-05,213.21,226.64,219.31,222.64,9.15
2018-03-06,213.22,219.54,219.16,221.73,8.32
2018-03-07,213.85,218.34,219.42,220.71,6.84
2018-03-08,215.16,217.59,219.83,220.06,6.12
2018-03-09,212.24,217.52,219.71,219.77,6.74
2018-03-10,212.93,217.58,219.09,219.29,7.07
2018-03-11,213.79,217.59,218.86,219.16,10.6
2018-03-12,213.89,217.42,218.89,218.49,11.26
2018-03-13,213.39,215.33,219.29,218.2,9.71
2018-03-14,210.56,216.66,219.32,217.64,8.47
2018-03-15,209.68,216.01,219.39,217.5,6.65
2018-03-16,209.81,215.91,218.97,217.66,5.28
2018-03-17,209.77,220.19,219.16,217.87,3.12
2018-03-18,210.05,218.27,218.91,218.18,1.35
